CidAdaptadaId;Codigo;Diagnostico
4681;L510;Eritema multiforme não bolhoso
4682;L511;Eritema multiforme bolhoso
4683;L512;Necrólise epidérmica tóxica [Síndrome de Lyell]
4684;L518;Outras formas de eritema multiforme
4685;L519;Eritema multiforme, não especificado
4686;L52;Eritema nodoso
4687;L530;Eritema tóxico
4688;L531;Eritema anular centrífugo
4689;L532;Eritema marginado
4690;L533;Outras formas de eritema figurado crônico
4691;L538;Outras afecções eritematosas especificadas
4692;L539;Afecções eritematosas, não especificadas
4693;L540;Eritema marginado na febre reumática aguda
4694;L548;Eritema em outras doenças classificadas em outra parte
4695;L550;Queimadura solar de primeiro grau
4696;L551;Queimadura solar de segundo grau
4697;L552;Queimadura solar de terceiro grau
4698;L558;Outras queimaduras solares
4699;L559;Queimadura solar, não especificada
4700;L560;Resposta fototóxica a drogas
4701;L561;Resposta fotoalérgica a drogas
4702;L562;Dermatite por fotocontato [dermatite do berloque]
4703;L563;Urticária solar
4704;L564;Erupção polimorfa à luz
4705;L568;Outras alterações agudas especificadas da pele devidas a radiação ultravioleta
4706;L569;Alterações agudas da pele devidas a radiação ultravioleta, não especificadas
4707;L570;Ceratose actínica
4708;L571;Reticulóide actínica
4709;L572;Cútis romboidal da nuca
4710;L573;Poiquilodermia de Civatte
4711;L574;Cútis laxa senil
4712;L575;Granuloma actínico
4713;L578;Outras alterações da pele devidas a exposição crônica à radiação não-ionizante
4714;L579;Alterações da pele devidas a exposição crônica a radiação não-ionizante, não especificadas
4715;L580;Radiodermatite aguda
4716;L581;Radiodermatite crônica
4717;L589;Radiodermatite, não especificada
4718;L590;Eritema devido ao calor ou ao fogo [dermatite ab igne]
4719;L598;Outras afecções especificadas da pele e do tecido subcutâneo relacionadas com a radiação
4720;L599;Afecções da pele e do tecido subcutâneo relacionadas com a radiação, não especificadas
4721;L600;Unha encravada
4722;L601;Onicólise
4723;L602;Onicogrifose
4724;L603;Distrofia ungueal
4725;L604;Linhas de Beau
4726;L605;Síndrome das unhas amareladas
4727;L608;Outras afecções das unhas
4728;L609;Afecções das unhas, não especificadas
4729;L620;Paquidermoperiostose com unhas hipocráticas (em vidro de relógio)
4730;L628;Afecções das unhas em outras doenças classificadas em outra parte
4731;L63;Alopécia areata
4732;L630;Alopécia total (capitis)
4733;L631;Alopécia universal
4734;L632;Ofíase
4735;L638;Outras formas de alopécia areata
4736;L639;Alopécia areata, não especificada
4737;L640;Alopécia androgênica induzida por droga
4738;L648;Outras alopécias androgênicas
4739;L649;Alopécia androgênica, não especificada
4740;L650;Eflúvio telógeno
4741;L651;Eflúvio anágeno
4742;L652;Alopécia mucinosa
4743;L658;Outras formas, especificadas, não cicatriciais, de perda de cabelos ou pêlos
4744;L659;Perda de cabelos ou pêlos não cicatriciais, não especificada
4745;L660;Pseudopelada
4746;L661;Líquen planopilar
4747;L662;Foliculite descalvante
4748;L663;Perifoliculite abscedante da cabeça
4749;L664;Foliculite uleritematosa reticulada
4750;L668;Outras formas de alopécia cicatricial
4751;L669;Alopécia cicatricial, não especificada
4752;L670;Tricorrexe nodosa
4753;L671;Variações da cor dos cabelos ou pêlos
4754;L678;Outras anormalidades da cor e do pedículo dos cabelos ou pêlos
4755;L679;Anormalidades da cor e do pedículo dos cabelos e dos pêlos, não especificadas
4756;L68;Hipertricose
4757;L680;Hirsutismo
4758;L681;Hipertricose lanuginosa adquirida
4759;L682;Hipertricose localizada
4760;L683;Politríquia
4761;L688;Outras formas de hipertricose
4762;L689;Hipertricose, não especificada
4763;L708;Outras formas de acne
4764;L709;Acne, não especificada
4765;L71;Rosácea
4766;L710;Dermatite perioral
4767;L711;Rinofima
4768;L718;Outras formas de rosácea
4769;L719;Rosácea, não especificada
4770;L720;Cisto epidérmico
4771;L721;Cisto triquilemal
4772;L722;Esteatocistoma múltiplo
4773;L728;Outras formas de cistos foliculares da pele e do tecido subcutâneo
4774;L729;Cisto folicular, não especificado da pele e do tecido subcutâneo
4775;L731;Pseudofoliculite da barba
4776;L732;Hidradenite supurativa
4777;L738;Outras afecções foliculares especificadas
4778;L739;Afecções foliculares, não especificadas
4779;L740;Miliária rubra
4780;L741;Miliária cristalina
4781;L742;Miliária profunda
4782;L743;Miliária, não especificada
4783;L744;Anidrose
4784;L748;Outras afecções das glândulas sudoríparas écrinas
4785;L749;Afecções das glândulas sudoríparas écrinas, não especificadas
4786;L750;Bromidrose
4787;L751;Cromidrose
4788;L752;Miliária apócrina
4789;L758;Outras afecções das glândulas sudoríparas apócrinas
4790;L759;Afecções de glândulas sudoríparas apócrinas, não especificadas
4791;L80;Vitiligo
4792;L810;Hiperpigmentação pós-inflamatória
4793;L811;Cloasma
4794;L812;Sardas
4795;L813;Manchas café-com-leite
4796;L814;Outras formas de hiperpigmentação pela melanina
4797;L815;Leucodermia não classificada em outra parte
4798;L816;Outros transtornos ligados à diminuição da formação de melanina
4799;L817;Dermatose purpúrica pigmentada
4800;L818;Outros transtornos especificados da pigmentação
4801;L819;Transtorno da pigmentação, não especificado
4802;L82;Ceratose seborréica
4803;L83;Acantose nigricans
4804;L84;Calos e calosidades
4805;L850;Ictiose adquirida
4806;L851;Ceratose adquirida [ceratodermia] palmar e plantar
4807;L852;Ceratose punctata (palmar e plantar)
4808;L853;Xerose cutânea
4809;L858;Outras formas de espessamento epidérmico
4810;L859;Espessamento epidérmico, não especificado
4811;L86;Ceratodermia em doenças classificadas em outra parte
4812;L870;Ceratose folicular e parafolicular penetrante na pele [Síndrome de Kyrle]
4813;L871;Colagenose perfurante reativa
4814;L872;Elastose perfurante serpiginosa
4815;L878;Outros transtornos da eliminação transepidérmica
4816;L879;Transtorno da eliminação transepidérmica, não especificado
4817;L88;Piodermite gangrenosa
4818;L89;Úlcera de decúbito
4819;L89;Úlcera de Pressão
4820;L900;Líquen escleroso e atrófico
4821;L901;Anetodermia de Schweninger-Buzzi
4822;L902;Anetodermia de Jadassohn-Pellizzari
4823;L903;Atrofodermia de Pasini e Pierini
4824;L905;Cicatrizes e fibrose cutânea
4825;L906;Estrias atróficas
4826;L908;Outras afecções atróficas da pele
4827;L910;Cicatriz quelóide
4828;L918;Outras afecções hipertróficas da pele
4829;L919;Afecções hipertróficas da pele, não especificadas
4830;L920;Granuloma anular
4831;L921;Necrobiose lipoídica não classificada em outra parte
4832;L922;Granuloma facial [granuloma eosinófilo da pele]
4833;L923;Granuloma de corpo estranho da pele e do tecido subcutâneo
4834;L928;Outras afecções granulomatosas da pele e do tecido subcutâneo
4835;L929;Afecções granulomatosas da pele e do tecido subcutâneo, não especificados
4836;L930;Lúpus eritematoso discóide
4837;L931;Lúpus eritematoso cutâneo subagudo
4838;L932;Outras formas de lúpus eritematoso localizado
4839;L940;Esclerodermia localizada [morféia]
4840;L941;Esclerodermia linear
4841;L942;Calcinose cutânea
4842;L943;Esclerodactilia
4843;L944;Pápulas de Gottron
4844;L945;Poiquilodermia vascular atrófica
4845;L946;Ainhum
4846;L948;Outras afecções localizadas do tecido conjuntivo, especificadas
4847;L949;Afecções localizadas do tecido conjuntivo, não especificadas
4848;L950;Vasculite livedóide
4849;L951;Eritema elevado diutino (duradouro)
4850;L958;Outras vasculites limitadas a pele
4851;L959;Vasculites limitadas a pele, não especificadas
4852;L97;Úlcera de Decúbito Infectada
4853;L97;Úlcera dos membros inferiores
4854;L97;Úlcera dos membros inferiores não classificada em outra parte
4855;L980;Granuloma piogênico
4856;L981;Dermatite factícia
4857;L982;Dermatose neutrofílica febril [Sweet]
4858;L983;Celulite eosinofílica [Wells]
4859;L984;Úlcera crônica da pele, não classificada em outra parte
4860;L985;Mucinose da pele
4861;L986;Outras afecções infiltrativas da pele e do tecido subcutâneo
4862;L988;Outras afecções especificadas da pele e do tecido subcutâneo
4863;L989;Afecções da pele e do tecido subcutâneo, não especificados
4864;L990;Amiloidose cutânea
4865;L998;Outras afecções especificadas da pele e do tecido subcutâneo em doenças classificadas em outra parte
4866;M000;Artrite e pioliartrite estafilocócicas
4867;M001;Artrite e poliartrite pneumocócicas
4868;M002;Outras artrites e poliartrites estreptocócicas
4869;M008;Artrite e poliartrite devidas a outro agente bacteriano especificado
4870;M009;Artrite piogênica, não especificada
4871;M010;Artrite meningocócica
4872;M011;Artrite tuberculosa
4873;M012;Artrite na doença de Lyme
4874;M013;Artrite em outras doenças bacterianas classificadas em outra parte
4875;M014;Artrite na rubéola
4876;M015;Artrite em outras doenças virais classificadas em outra parte
4877;M016;Artrite em micoses
4878;M018;Artrite em outras doenças infecciosas e parasitárias classificadas em outra parte
4879;M020;Artropatia pós-derivação intestinal
4880;M021;Artropatia pós-desintérica
4881;M022;Artropatia pós-imunização
4882;M023;Doença de Reiter
4883;M028;Outras artropatias reacionais
4884;M029;Artropatia reacional não especificada
4885;M030;Artrite pós-meningocócica
4886;M031;Artropatia pós-infecciosa na sífilis
4887;M032;Outras artropatias pós-infecciosas em doenças classificadas em outra parte
4888;M036;Artropatia reacional em outras doenças classificadas em outra parte
4889;M05;Artrite reumatóide
4890;M050;Síndrome de Felty
4891;M051;Doença reumatóide do pulmão
4892;M052;Vasculite reumatóide
4893;M053;Artrite reumatóide com comprometimento de outros órgãos e sistemas
4894;M058;Outras artrites reumatóides soro-positivas
4895;M059;Artrite reumatóide soro-positiva não especificada
4896;M060;Artrite reumatóide soro-negativa
4897;M061;Doença de Still do adulto
4898;M062;Bursite reumatóide
4899;M063;Nódulo reumatóide
4900;M064;Poliartropatia inflamatória
4901;M068;Outras artrites reumatóides especificadas
4902;M069;Artrite reumatóide não especificada
4903;M070;Artropatia psoriásica interfalangiana distal
4904;M071;Artrite mutilante
4905;M072;Espondilite psoriásica
4906;M073;Outras artropatias psoriásicas
4907;M074;Artropatia na doença de Crohn [enterite regional]
4908;M075;Artropatia na colite ulcerativa
4909;M076;Outras artropatias enteropáticas
4910;M080;Artrite reumatóide juvenil
4911;M081;Espondilite ancilosante juvenil
4912;M082;Artrite juvenil com início sistêmico
4913;M083;Poliartrite juvenil (soro-negativa)
4914;M084;Artrite juvenil pauciarticular
4915;M088;Outras artrites juvenis
4916;M089;Artrite juvenil não especificada
4917;M090;Artrite juvenil na psoríase
4918;M091;Artrite juvenil na doença de Chron [enterite regional]
4919;M092;Artrite juvenil na colite ulcerativa
4920;M098;Artrite juvenil em outras doenças classificadas em outra parte
4921;M10;Gota
4922;M100;Gota idiopática
4923;M101;Gota induzida por chumbo
4924;M102;Gota induzida por drogas
4925;M103;Gota devida à disfunção renal
4926;M104;Outra gota secundária
4927;M109;Gota, não especificada
4928;M110;Doença por deposição de hidroxiapatita
4929;M111;Condrocalcinose familiar
4930;M112;Outras condrocalcinoses
4931;M118;Outras artropatias especificadas por deposição de cristais
4932;M119;Artropatia por deposição de cristais, não especificada
4933;M120;Artropatia pós-reumática crônica [Jaccoud]
4934;M121;Doença de Kashin-Beck
4935;M122;Sinovite vilonodular (pigmentada)
4936;M123;Reumatismo palindrômico
4937;M124;Hidrartrose intermitente
4938;M125;Artropatia traumática
4939;M128;Outras artropatias específicas não classificadas em outra parte
4940;M130;Poliartrite não especificada
4941;M131;Monoartrites não classificadas em outra parte
4942;M138;Outras artrites especificadas
4943;M139;Artrite não especificada
4944;M140;Artropatia gotosa devida a defeitos enzimáticos e a outras doenças hereditárias
4945;M141;Artropatia por depósito de cristais em outras doenças metabólicas classificadas em outra parte
4946;M142;Artropatia diabética
4947;M143;Dermatoartrite lipóide
4948;M144;Artropatia na amiloidose
4949;M145;Artropatias em outras doenças endócrinas, nutricionais e metabólicas
4950;M146;Artropatia neuropática
4951;M148;Artropatias em outras doenças especificadas classificadas em outra parte
4952;M150;Osteoartrose primária generalizada
4953;M151;Nódulos de Heberden (com artropatia)
4954;M152;Nódulos de Bouchard (com artropatia)
4955;M153;Artrose múltipla secundária
4956;M154;Osteoartrose erosiva
4957;M158;Outras poliartroses
4958;M159;Poliartrose não especificada
4959;M160;Coxartrose primária bilateral
4960;M161;Outras coxartroses primárias
4961;M162;Coxartrose bilateral resultante de displasia
4962;M163;Outras coxartroses displásicas
4963;M164;Coxartrose bilateral pós-traumática
4964;M165;Outras coxartroses pós-traumáticas
4965;M166;Outras coxartroses secundárias bilaterais
4966;M167;Outras coxartroses secundárias
4967;M169;Coxartrose não especificada
4968;M17;Gonartrose
4969;M170;Gonartrose primária bilateral
4970;M171;Outras gonartroses primárias
4971;M172;Gonartrose pós-traumática bilateral
4972;M173;Outras gonartroses pós-traumática
4973;M174;Outras gonartroses secundárias bilaterais
4974;M175;Outras gonartroses secundárias
4975;M179;Gonartrose não especificada
4976;M180;Artrose primária bilateral das primeiras articulações carpometacarpianas
4977;M181;Outras artroses primárias da primeira articulação carpometacarpiana
4978;M182;Artrose pós-traumática bilateral da primeira articulação carpometacarpiana
4979;M183;Outras artroses pós-traumáticas da primeira articulação carpometacarpiana
4980;M184;Outras cartroses secundárias bilaterais das primeiras articulações carpometacarpianas
4981;M185;Outras artroses secundárias da primeira articulação carpometacarpiana
4982;M189;Artrose não especificada da primeira articulação carpometacarpiana
4983;M19.9;Artrose
